loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,Address
21100.67,60,23.35,599.15,F,F2,Customer Service Rep,3.0,OWN,76789.05,Verified,Mar-2015,Fully Paid,moving,Moving,11.22,Jul-1988,10,1,13541.01,70.1,17,W,Individual,5.0,0,"San Jose, GA"
7183.63,36,14.56,247.49,C,C4,Warehouse Associate,1.0,OWN,74250.22,Source Verified,Nov-2020,Fully Paid,house,House,11.69,Mar-1995,5,1,10445.1,45.34,17,W,Individual,2.0,0,"Houston, GA"
1000.0,36,12.3,33.36,B,B5,Electrician,3.0,MORTGAGE,51452.68,Not Verified,Jan-2016,Fully Paid,small_business,Small Business,14.79,Feb-1995,10,0,0.0,50.3,15,W,Individual,0.0,0,"Columbus, AZ"
25824.01,36,22.31,990.31,F,F2,Warehouse Associate,3.0,RENT,86159.99,Source Verified,Feb-2015,Fully Paid,major_purchase,Major Purchase,13.4,Mar-2005,11,0,20757.49,81.4,17,W,Individual,3.0,0,"San Jose, IL"
40000.0,60,17.95,1014.65,D,D4,Nurse,1.0,RENT,245880.59,Not Verified,May-2019,Fully Paid,other,Other,19.42,Nov-1994,13,0,38007.34,70.27,26,F,Individual,0.0,0,"Houston, MA"
6129.65,36,9.15,195.34,B,B1,Accountant,1.0,MORTGAGE,40174.6,Source Verified,Nov-2020,Fully Paid,small_business,Small Business,7.95,Sep-2010,13,0,5206.54,38.28,20,W,Individual,3.0,0,"Columbus, OH"
1000.0,36,18.12,36.21,E,E4,Accountant,0.0,MORTGAGE,20505.82,Not Verified,May-2014,Fully Paid,other,Other,24.44,Jun-1989,11,0,12643.72,51.0,18,W,Individual,2.0,1,"Phoenix, AZ"
3291.83,60,12.62,74.26,C,C4,Warehouse Associate,4.0,MORTGAGE,24806.61,Not Verified,May-2018,Fully Paid,credit_card,Credit Card,28.57,Oct-2005,14,0,6859.42,55.57,19,W,Joint,4.0,0,"Tampa, WA"
11266.01,36,25.92,453.42,G,G1,Software Engineer,6.0,OWN,64871.96,Source Verified,Feb-2017,Fully Paid,home_improvement,Home Improvement,17.86,Nov-2003,13,0,12399.29,28.1,20,W,Joint,1.0,0,"Raleigh, MI"
11611.48,36,10.0,374.68,A,A5,Operations Manager,7.0,RENT,38333.87,Source Verified,Jan-2016,Fully Paid,renewable_energy,Renewable Energy,15.54,Apr-1999,14,0,8540.21,28.42,23,W,Individual,2.0,0,"Seattle, PA"
18273.82,36,9.77,587.68,A,A2,Software Engineer,9.0,MORTGAGE,135095.25,Not Verified,Jan-2017,Fully Paid,credit_card,Credit Card,10.24,Aug-2011,6,0,10579.29,43.79,13,W,Individual,0.0,1,"Raleigh, PA"
21878.13,60,15.56,526.95,C,C5,Data Scientist,7.0,RENT,75312.01,Verified,Oct-2019,Fully Paid,other,Other,24.09,Oct-1984,21,0,17637.99,71.74,27,W,Individual,1.0,0,"Miami, FL"
15146.14,60,11.33,331.81,A,A2,Operations Manager,3.0,OWN,68807.24,Source Verified,Sep-2018,Fully Paid,car,Car,5.38,Jan-1997,7,0,1796.13,42.44,19,W,Individual,1.0,0,"Houston, NC"
29014.04,36,8.48,915.65,A,A2,Marketing Specialist,9.0,RENT,84340.27,Not Verified,Jul-2016,Fully Paid,debt_consolidation,Debt Consolidation,6.51,Feb-1984,5,0,28951.33,76.41,11,F,Individual,2.0,0,"San Diego, VA"
10426.13,36,21.79,397.06,E,E3,Business Analyst,4.0,MORTGAGE,53078.96,Not Verified,Oct-2016,Fully Paid,home_improvement,Home Improvement,12.43,Feb-1997,11,0,15475.97,50.61,17,W,Individual,1.0,0,"Chicago, CA"
1000.0,36,10.53,32.52,A,A3,,,RENT,33970.24,Source Verified,Jun-2020,Fully Paid,credit_card,Credit Card,24.31,Aug-1996,8,1,10618.86,,17,W,Individual,,0,"Boston, NJ"
20200.59,60,16.55,497.14,D,D1,Software Engineer,0.0,RENT,69525.03,Source Verified,Jan-2016,Fully Paid,car,Car,13.66,Jan-1995,11,1,20339.23,43.42,15,F,Individual,1.0,1,"Houston, IL"
22013.26,36,12.92,740.87,B,B5,Business Analyst,5.0,RENT,99141.24,Not Verified,Mar-2015,Fully Paid,house,House,5.58,Feb-1981,8,0,19167.66,89.4,15,W,Individual,3.0,0,"Boston, WA"
15489.04,36,24.46,611.43,F,F1,Customer Service Rep,6.0,RENT,35764.05,Not Verified,Nov-2016,Fully Paid,moving,Moving,24.34,Nov-1981,13,0,3779.56,55.33,17,W,Individual,3.0,0,"Austin, NY"
15450.96,36,8.47,487.56,A,A3,Warehouse Associate,5.0,OWN,84818.7,Verified,Apr-2020,Fully Paid,vacation,Vacation,14.8,Apr-1995,10,0,18461.05,28.56,21,W,Individual,1.0,0,"Miami, CA"
10366.61,36,17.14,370.32,D,D4,Teacher,8.0,OWN,74533.0,Source Verified,Jul-2017,Fully Paid,moving,Moving,13.62,Jan-2012,9,0,1587.6,79.62,20,F,Individual,0.0,0,"Raleigh, CA"
20783.96,36,10.95,680.0,A,A1,Operations Manager,0.0,MORTGAGE,76056.13,Source Verified,Apr-2014,Fully Paid,other,Other,22.59,Feb-1992,13,0,30405.34,82.25,20,W,Joint,4.0,0,"Dallas, OH"
3089.1,36,8.15,97.01,A,A5,,4.0,RENT,41531.4,Verified,Apr-2015,Fully Paid,home_improvement,Home Improvement,28.91,Nov-1987,8,1,716.12,,14,W,Individual,,0,"Austin, IL"
1000.0,36,19.62,36.97,E,E2,Software Engineer,2.0,RENT,44465.24,Not Verified,Aug-2017,Fully Paid,car,Car,22.06,May-2003,6,0,0.0,21.06,14,F,Individual,2.0,0,"Houston, VA"
37154.31,36,8.44,1171.79,A,A5,Analyst,6.0,MORTGAGE,147835.98,Verified,Feb-2017,Fully Paid,renewable_energy,Renewable Energy,14.47,Feb-1998,11,0,42738.84,64.92,19,W,Individual,4.0,0,"Newark, MI"
16675.05,36,12.52,558.0,B,B3,Accountant,6.0,MORTGAGE,37278.94,Not Verified,Jul-2015,Fully Paid,vacation,Vacation,18.96,Apr-2000,10,0,7668.03,49.64,15,F,Individual,2.0,0,"San Diego, CA"
10457.58,60,26.68,317.35,G,G2,Accountant,6.0,RENT,55879.24,Source Verified,Jun-2017,Charged Off,debt_consolidation,Debt Consolidation,15.86,Sep-2008,7,1,18180.24,46.55,14,W,Joint,3.0,1,"Columbus, OH"
22503.7,36,22.65,866.96,F,F1,Software Engineer,7.0,RENT,131863.08,Source Verified,Jun-2014,Fully Paid,vacation,Vacation,4.92,Mar-1985,5,0,825.83,45.6,11,W,Individual,3.0,0,"Tampa, CA"
10494.01,60,15.69,253.45,C,C1,Teacher,2.0,MORTGAGE,40337.73,Source Verified,Dec-2015,Fully Paid,home_improvement,Home Improvement,20.58,Nov-1981,8,0,0.0,75.7,15,W,Individual,1.0,0,"Newark, IL"
12415.81,60,18.63,319.52,D,D4,Driver,5.0,MORTGAGE,74014.36,Not Verified,Feb-2018,Fully Paid,small_business,Small Business,11.5,Nov-1991,11,0,9111.56,61.57,24,F,Individual,1.0,0,"Newark, VA"
2619.16,36,9.67,84.11,A,A4,Data Scientist,5.0,OWN,31128.13,Source Verified,May-2020,Fully Paid,medical,Medical,10.07,May-1988,8,0,0.0,35.27,13,W,Individual,3.0,0,"Columbus, MI"
14737.58,36,9.97,475.34,B,B3,Business Analyst,5.0,RENT,47899.2,Source Verified,Feb-2019,Fully Paid,renewable_energy,Renewable Energy,20.12,Sep-2004,7,0,7526.43,84.52,17,W,Individual,5.0,0,"Miami, IL"
9599.94,36,21.09,362.15,E,E3,HR Specialist,6.0,MORTGAGE,38108.36,Not Verified,Mar-2014,Fully Paid,house,House,12.18,Aug-2011,10,0,9716.24,31.58,16,W,Individual,0.0,0,"Boston, CA"
32792.92,60,20.13,871.24,E,E1,Software Engineer,0.0,OWN,91745.78,Source Verified,Aug-2014,Fully Paid,vacation,Vacation,12.92,May-2008,8,0,50150.78,43.05,18,F,Individual,1.0,0,"Boston, MA"
24474.82,36,7.57,762.06,A,A2,Software Engineer,1.0,OTHER,100256.76,Source Verified,Feb-2016,Fully Paid,small_business,Small Business,6.32,Apr-1980,8,0,33982.96,53.14,15,W,Individual,1.0,0,"Houston, NJ"
12640.76,36,12.61,423.53,C,C1,Teacher,5.0,RENT,55086.34,Source Verified,Jun-2015,Fully Paid,house,House,17.36,Mar-1996,13,0,8882.15,54.58,19,W,Individual,1.0,0,"Newark, PA"
15101.48,60,15.27,361.37,C,C1,Analyst,8.0,OWN,74381.03,Not Verified,Feb-2019,Fully Paid,small_business,Small Business,9.55,Jun-2009,10,0,19789.69,49.53,18,W,Individual,2.0,0,"Raleigh, TX"
17008.46,36,17.33,609.18,D,D5,Operations Manager,7.0,MORTGAGE,57958.09,Source Verified,Dec-2017,Fully Paid,other,Other,20.38,Oct-1993,10,0,12928.52,43.33,17,W,Individual,4.0,0,"San Jose, NC"
28662.28,36,24.6,1133.56,F,F5,Business Analyst,5.0,MORTGAGE,99501.73,Source Verified,Jan-2016,Fully Paid,vacation,Vacation,23.2,Nov-2009,9,0,23592.65,67.88,18,W,Individual,1.0,0,"Miami, VA"
20730.7,36,18.24,751.93,E,E1,Sales Associate,2.0,RENT,76224.7,Verified,Oct-2015,Fully Paid,renewable_energy,Renewable Energy,16.14,Mar-1981,5,0,22312.52,63.32,15,W,Individual,0.0,0,"Miami, FL"
4462.01,36,20.72,167.48,E,E5,Product Manager,4.0,RENT,54279.96,Not Verified,Jul-2016,Fully Paid,major_purchase,Major Purchase,5.93,May-1982,5,0,0.0,97.39,14,W,Individual,3.0,0,"Seattle, PA"
8302.34,60,8.15,168.96,A,A4,Product Manager,7.0,OWN,64880.76,Source Verified,Nov-2015,Fully Paid,house,House,19.27,May-1990,11,1,8437.06,49.31,20,W,Joint,2.0,0,"Newark, MA"
13624.44,60,11.58,300.17,B,B5,Project Manager,1.0,MORTGAGE,49076.32,Verified,Jan-2018,Fully Paid,major_purchase,Major Purchase,0.76,Feb-1996,12,0,13175.12,43.92,19,W,Individual,7.0,0,"Boston, MI"
19475.82,36,20.6,729.72,E,E2,Marketing Specialist,0.0,RENT,84198.89,Verified,Nov-2014,Fully Paid,medical,Medical,16.8,Oct-1989,8,0,20736.51,62.27,16,F,Individual,2.0,0,"Atlanta, GA"
7359.15,36,10.63,239.66,B,B1,Teacher,5.0,RENT,48573.22,Source Verified,Aug-2016,Charged Off,vacation,Vacation,30.63,Jul-1984,15,0,0.0,81.39,22,W,Joint,3.0,0,"San Jose, CA"
7235.91,60,20.28,192.84,E,E3,Accountant,2.0,RENT,54628.09,Verified,Mar-2017,Fully Paid,vacation,Vacation,20.64,Aug-2009,10,0,0.0,35.07,14,W,Individual,0.0,0,"San Jose, OH"
11465.78,60,13.78,265.48,C,C1,Software Engineer,0.0,MORTGAGE,47243.81,Verified,Aug-2014,Fully Paid,car,Car,21.44,Apr-2003,15,0,0.0,37.3,23,W,Individual,0.0,0,"Austin, PA"
10334.08,60,9.9,219.04,A,A5,Teacher,8.0,RENT,47764.78,Verified,Nov-2017,Charged Off,other,Other,17.29,Dec-1999,12,0,15586.45,49.2,18,F,Individual,1.0,0,"Raleigh, IL"
10412.73,36,17.63,374.53,D,D4,Mechanic,5.0,MORTGAGE,69251.85,Source Verified,Jul-2015,Fully Paid,vacation,Vacation,9.11,Jun-1980,5,1,2241.49,55.56,15,F,Individual,3.0,0,"Seattle, CA"
28251.03,36,10.54,918.8,B,B4,Customer Service Rep,6.0,MORTGAGE,109547.47,Not Verified,May-2017,Fully Paid,renewable_energy,Renewable Energy,11.97,Dec-1984,12,0,18537.55,72.45,22,W,Individual,2.0,0,"Phoenix, MI"
11531.2,36,14.71,398.08,C,C1,Marketing Specialist,5.0,RENT,60452.27,Source Verified,Dec-2018,Fully Paid,house,House,20.3,Sep-1997,9,0,16866.85,35.38,14,F,Individual,1.0,0,"San Jose, IL"
5140.29,36,18.84,188.01,D,D4,Software Engineer,6.0,MORTGAGE,44179.53,Not Verified,May-2018,Fully Paid,small_business,Small Business,13.45,Dec-1993,3,0,330.59,59.74,12,W,Individual,1.0,0,"Tampa, OH"
9997.83,60,8.47,204.96,A,A2,Sales Associate,4.0,RENT,71663.71,Source Verified,Mar-2019,Fully Paid,home_improvement,Home Improvement,0.0,Sep-1984,15,0,9826.35,11.09,26,W,Joint,4.0,0,"Phoenix, MI"
13307.16,36,24.13,522.99,F,F2,Mechanic,8.0,RENT,64014.86,Verified,Jul-2019,Fully Paid,renewable_energy,Renewable Energy,15.63,Dec-1990,7,0,12297.31,70.86,17,W,Individual,2.0,0,"Newark, NC"
40000.0,36,12.88,1345.41,B,B4,Data Scientist,4.0,OWN,187422.92,Not Verified,Jul-2019,Fully Paid,home_improvement,Home Improvement,0.81,Aug-2012,11,0,15683.55,10.84,25,W,Individual,5.0,0,"Columbus, WA"
20077.38,36,9.34,641.68,A,A2,Teacher,1.0,MORTGAGE,60843.42,Source Verified,Jun-2019,Fully Paid,car,Car,9.79,Sep-1998,9,1,0.0,52.24,18,W,Individual,1.0,0,"Boston, VA"
4410.88,36,16.81,156.85,D,D3,,5.0,RENT,48015.61,Source Verified,Oct-2018,Fully Paid,other,Other,21.31,May-2005,15,1,0.0,,25,W,Individual,,0,"Columbus, OH"
6158.64,60,17.94,156.18,D,D5,Driver,4.0,RENT,36636.52,Not Verified,Jan-2020,Fully Paid,moving,Moving,22.13,Oct-2008,10,0,8744.33,38.96,19,W,Individual,3.0,0,"San Jose, CA"
19864.68,36,10.84,648.85,A,A2,Electrician,1.0,RENT,25499.09,Verified,Jun-2016,Fully Paid,credit_card,Credit Card,22.61,Jun-2008,13,0,16398.97,31.37,21,W,Individual,2.0,0,"Chicago, PA"
20587.07,36,21.91,785.27,F,F4,HR Specialist,8.0,MORTGAGE,53893.89,Source Verified,Feb-2015,Fully Paid,car,Car,25.46,May-2010,11,0,31319.75,50.52,20,W,Individual,2.0,0,"Austin, OH"
9048.18,60,11.88,200.72,B,B4,HR Specialist,8.0,OWN,42698.6,Verified,Feb-2017,Fully Paid,debt_consolidation,Debt Consolidation,16.59,Jul-2002,3,0,1494.14,49.6,9,W,Individual,3.0,0,"Seattle, MA"
24803.28,60,12.37,556.32,B,B1,Software Engineer,1.0,MORTGAGE,96518.58,Source Verified,Mar-2020,Fully Paid,medical,Medical,0.0,Apr-1992,13,0,8232.78,44.53,19,W,Joint,2.0,0,"Boston, CA"
13827.51,60,10.19,295.06,B,B3,Software Engineer,7.0,OWN,78276.56,Not Verified,Apr-2017,Fully Paid,car,Car,22.33,Apr-1982,10,0,15352.46,27.48,18,F,Individual,1.0,0,"San Diego, IL"
21473.37,36,11.77,710.87,B,B4,Teacher,9.0,RENT,109822.51,Not Verified,Sep-2018,Fully Paid,other,Other,11.64,Dec-1994,6,0,16543.72,41.3,14,W,Individual,0.0,0,"Tampa, IL"
14815.14,36,10.6,482.26,B,B5,Marketing Specialist,3.0,MORTGAGE,69141.99,Not Verified,Oct-2017,Fully Paid,house,House,25.65,Oct-2011,4,0,12045.91,79.51,10,W,Individual,2.0,0,"Seattle, NC"
16193.6,36,12.05,538.28,B,B4,Mechanic,3.0,MORTGAGE,72420.87,Verified,Apr-2016,Fully Paid,debt_consolidation,Debt Consolidation,14.63,Jul-2011,11,0,22244.59,35.63,17,W,Individual,2.0,0,"Austin, MI"
25725.92,36,18.93,942.14,D,D2,Business Analyst,5.0,MORTGAGE,107862.34,Not Verified,Jan-2015,Fully Paid,house,House,26.59,Nov-2007,10,0,17286.76,35.94,19,W,Individual,0.0,0,"Chicago, IL"
16956.68,60,23.62,484.1,F,F1,Warehouse Associate,5.0,OWN,72363.12,Source Verified,Mar-2016,Fully Paid,moving,Moving,12.39,Sep-1997,8,0,18793.35,63.03,10,W,Individual,0.0,0,"Raleigh, FL"
18382.49,36,8.95,584.14,A,A2,Operations Manager,9.0,MORTGAGE,74806.32,Not Verified,Sep-2017,Fully Paid,car,Car,1.03,Aug-2003,6,1,20281.74,33.03,10,W,Joint,1.0,0,"San Jose, NJ"
16105.46,60,17.04,400.62,C,C4,Project Manager,0.0,OTHER,23966.5,Not Verified,Apr-2014,Fully Paid,other,Other,27.84,Sep-1988,7,0,31341.71,30.36,12,F,Individual,1.0,0,"Atlanta, NC"
22451.67,36,15.01,778.45,D,D3,Project Manager,4.0,MORTGAGE,87176.12,Verified,Jul-2014,Fully Paid,major_purchase,Major Purchase,7.25,Dec-2003,8,0,25578.36,15.59,19,F,Individual,2.0,0,"Newark, WA"
17003.46,36,13.39,576.14,C,C4,Analyst,2.0,MORTGAGE,47435.85,Verified,Dec-2014,Fully Paid,car,Car,14.97,Jul-2005,8,1,26488.78,48.87,13,W,Individual,0.0,0,"Atlanta, NJ"
16456.77,60,7.71,331.37,A,A1,Mechanic,1.0,MORTGAGE,40443.02,Not Verified,Sep-2018,Fully Paid,credit_card,Credit Card,18.75,Mar-1998,7,0,14995.41,20.88,18,F,Individual,1.0,1,"Tampa, PA"
4082.49,36,15.24,141.99,C,C4,Accountant,4.0,MORTGAGE,59004.41,Verified,Apr-2015,Fully Paid,vacation,Vacation,22.65,Aug-1989,8,0,0.0,27.29,22,W,Individual,5.0,0,"Raleigh, MI"
21085.6,60,12.37,473.02,C,C2,Teacher,7.0,RENT,78684.99,Not Verified,Jan-2019,Fully Paid,house,House,1.28,Jul-2000,7,0,15272.2,66.43,13,F,Individual,0.0,0,"Houston, NC"
22005.16,36,15.46,767.78,C,C5,Consultant,5.0,MORTGAGE,65168.18,Source Verified,Feb-2019,Fully Paid,small_business,Small Business,26.95,Aug-2006,6,0,13080.12,56.32,12,W,Individual,2.0,0,"Newark, NC"
18816.12,36,18.86,688.41,E,E5,Analyst,6.0,MORTGAGE,53009.73,Not Verified,Aug-2018,Fully Paid,other,Other,13.22,Feb-2002,10,0,14507.99,80.92,16,W,Individual,3.0,1,"Newark, CA"
9314.47,60,11.76,206.07,B,B5,Customer Service Rep,5.0,MORTGAGE,34478.91,Not Verified,Sep-2015,Charged Off,home_improvement,Home Improvement,10.55,Sep-1996,5,1,7596.92,48.66,15,W,Individual,0.0,0,"Miami, NC"
11864.28,36,9.48,379.94,A,A1,Customer Service Rep,4.0,RENT,28617.4,Verified,Nov-2014,Fully Paid,house,House,12.31,Mar-1987,7,0,15995.06,38.43,14,F,Individual,1.0,0,"Newark, CA"
6710.53,36,12.67,225.04,B,B1,Business Analyst,10.0,OWN,57502.44,Verified,Sep-2019,Fully Paid,house,House,0.0,Jul-1986,8,1,10210.85,51.24,15,W,Individual,0.0,0,"Dallas, CA"
20323.94,36,14.51,699.69,C,C4,,,MORTGAGE,64110.24,Not Verified,Jan-2017,Fully Paid,debt_consolidation,Debt Consolidation,4.94,Oct-1988,14,0,14811.08,,26,W,Individual,,0,"Newark, NC"
13861.92,36,15.74,485.57,C,C2,Operations Manager,10.0,OWN,34354.42,Source Verified,Oct-2017,Fully Paid,vacation,Vacation,21.51,Jan-1995,6,0,14205.42,46.68,12,F,Individual,2.0,0,"Raleigh, PA"
22458.26,60,17.4,562.95,D,D5,Data Scientist,3.0,OWN,60339.54,Not Verified,Jun-2019,Fully Paid,major_purchase,Major Purchase,18.07,Aug-1980,17,0,37263.24,54.69,24,F,Individual,2.0,0,"Houston, TX"
14098.49,36,19.03,516.98,E,E2,Data Scientist,2.0,RENT,70872.12,Not Verified,Aug-2019,Fully Paid,renewable_energy,Renewable Energy,4.91,Jan-2002,16,2,6608.78,58.44,27,W,Individual,1.0,0,"Raleigh, MI"
16305.68,36,23.23,633.16,F,F2,Operations Manager,4.0,MORTGAGE,43132.14,Verified,Jun-2018,Fully Paid,debt_consolidation,Debt Consolidation,21.73,Sep-1993,7,0,784.24,55.4,16,W,Individual,2.0,0,"San Jose, IL"
14702.22,60,27.59,454.13,G,G1,Teacher,1.0,OWN,82772.06,Not Verified,Apr-2017,Fully Paid,small_business,Small Business,0.0,Sep-2008,16,0,24962.12,14.42,22,W,Individual,2.0,0,"Boston, AZ"
20537.45,60,16.92,509.55,C,C1,Warehouse Associate,5.0,MORTGAGE,57941.85,Source Verified,Aug-2018,Fully Paid,car,Car,17.11,Jan-1989,10,0,10772.37,30.2,15,W,Joint,3.0,0,"Dallas, WA"
4282.76,36,9.73,137.65,B,B5,Software Engineer,10.0,MORTGAGE,45808.26,Source Verified,Apr-2020,Fully Paid,medical,Medical,12.35,Jul-2007,17,0,19171.45,77.2,30,F,Individual,1.0,0,"San Jose, OH"
13463.54,36,7.88,421.16,A,A3,Sales Associate,3.0,MORTGAGE,70117.1,Source Verified,Jun-2018,Fully Paid,major_purchase,Major Purchase,22.75,Aug-2003,11,0,17153.26,57.28,22,W,Joint,0.0,0,"Newark, MA"
17933.02,36,8.97,569.99,A,A4,Analyst,6.0,MORTGAGE,65409.88,Not Verified,Dec-2014,Fully Paid,other,Other,14.21,Mar-1985,9,1,8321.17,68.58,17,W,Individual,2.0,0,"Houston, NJ"
27924.42,36,8.52,881.71,A,A2,HR Specialist,6.0,RENT,85969.16,Source Verified,Feb-2018,Charged Off,other,Other,15.86,Jun-1996,6,2,8223.81,37.88,11,W,Individual,0.0,0,"Dallas, OH"
27574.67,36,12.32,920.15,C,C2,Consultant,2.0,MORTGAGE,65498.5,Not Verified,Jul-2015,Fully Paid,other,Other,16.98,Dec-1987,5,0,6986.51,74.91,18,W,Individual,1.0,0,"Phoenix, NC"
21989.97,36,10.93,719.21,A,A4,Electrician,6.0,OWN,97116.97,Not Verified,Feb-2017,Fully Paid,credit_card,Credit Card,5.06,Jan-2001,11,0,14125.18,30.53,23,W,Individual,0.0,0,"Seattle, TX"
21955.56,36,8.33,691.36,A,A5,Driver,5.0,MORTGAGE,84460.77,Not Verified,May-2020,Fully Paid,credit_card,Credit Card,9.95,May-2010,8,0,28410.9,42.89,19,W,Individual,0.0,0,"Houston, MI"
31072.41,60,13.6,716.58,C,C4,Product Manager,7.0,RENT,115036.12,Not Verified,Dec-2020,Fully Paid,home_improvement,Home Improvement,5.36,Mar-2005,8,1,20607.55,52.45,16,W,Individual,0.0,0,"Miami, FL"
26379.69,36,7.72,823.2,A,A2,Software Engineer,5.0,OWN,98045.65,Source Verified,Oct-2019,Fully Paid,other,Other,2.81,Nov-2004,16,0,23018.49,2.96,23,F,Individual,1.0,0,"Columbus, MA"
11503.95,36,10.96,376.42,B,B4,Electrician,5.0,MORTGAGE,63167.61,Not Verified,Feb-2014,Fully Paid,vacation,Vacation,19.8,Mar-2000,7,0,19087.01,84.77,14,F,Joint,1.0,0,"Chicago, NY"
9712.57,60,24.7,283.37,F,F2,Driver,2.0,OWN,79591.14,Verified,May-2018,Fully Paid,other,Other,0.0,Oct-1982,4,0,12344.38,25.58,12,W,Joint,0.0,0,"Houston, GA"
13333.34,36,15.05,462.5,C,C4,Mechanic,10.0,MORTGAGE,65425.24,Verified,Oct-2014,Fully Paid,car,Car,22.81,Jun-1989,12,0,9287.1,53.46,20,W,Individual,0.0,0,"Boston, TX"
23901.37,36,10.68,778.84,A,A2,Operations Manager,4.0,MORTGAGE,94280.26,Source Verified,Jul-2016,Fully Paid,car,Car,10.92,Jul-1999,7,0,30004.46,86.59,18,W,Individual,1.0,0,"Tampa, CA"
11910.06,60,13.49,273.98,B,B4,HR Specialist,1.0,RENT,49850.67,Verified,Dec-2019,Fully Paid,house,House,12.61,Jul-2001,10,0,4242.59,71.8,17,W,Individual,2.0,0,"Atlanta, NY"
21816.69,60,13.21,498.76,C,C3,Business Analyst,4.0,RENT,111740.43,Verified,Jun-2014,Fully Paid,major_purchase,Major Purchase,6.12,Mar-2001,11,0,19657.95,47.65,19,W,Individual,3.0,0,"Miami, AZ"
14482.31,60,26.42,437.24,G,G3,Accountant,5.0,RENT,51545.55,Source Verified,Mar-2018,Fully Paid,car,Car,18.86,Sep-1994,14,1,22127.19,44.44,21,W,Individual,2.0,0,"Dallas, FL"
13429.92,36,10.31,435.33,A,A3,Marketing Specialist,4.0,MORTGAGE,36215.1,Not Verified,May-2018,Fully Paid,small_business,Small Business,16.58,Apr-1989,8,1,0.0,82.91,14,W,Individual,0.0,0,"Houston, WA"
10120.84,36,15.1,351.32,C,C4,Software Engineer,0.0,RENT,40668.69,Verified,May-2014,Fully Paid,other,Other,0.0,Oct-2000,10,1,0.0,19.29,20,W,Individual,2.0,0,"Atlanta, OH"
15708.66,36,13.84,535.66,C,C1,Sales Associate,7.0,OWN,22829.07,Source Verified,Dec-2019,Charged Off,debt_consolidation,Debt Consolidation,21.87,Sep-2010,13,0,5211.79,50.12,17,F,Individual,0.0,0,"Miami, MI"
21482.47,36,8.64,679.56,A,A1,Sales Associate,5.0,MORTGAGE,76545.58,Source Verified,Jan-2017,Fully Paid,home_improvement,Home Improvement,12.88,Sep-1984,9,0,23297.63,63.7,16,W,Individual,3.0,0,"Newark, NJ"
11974.98,36,12.73,401.93,C,C4,Electrician,0.0,RENT,58992.41,Source Verified,Nov-2018,Fully Paid,debt_consolidation,Debt Consolidation,21.94,Nov-1980,13,0,10720.18,82.91,21,W,Individual,1.0,0,"Newark, NJ"
9233.17,36,22.55,355.26,F,F1,Software Engineer,2.0,RENT,53642.44,Not Verified,Jul-2014,Fully Paid,major_purchase,Major Purchase,17.82,Jan-1991,12,1,4513.85,46.83,20,W,Individual,0.0,0,"Columbus, OH"
28076.25,60,28.24,878.18,G,G3,,,RENT,87592.36,Source Verified,May-2019,Fully Paid,home_improvement,Home Improvement,10.15,Feb-1986,9,0,23317.45,,15,W,Individual,,0,"Boston, OH"
23225.66,36,9.11,739.73,A,A1,Sales Associate,0.0,MORTGAGE,74391.47,Source Verified,Jul-2017,Fully Paid,debt_consolidation,Debt Consolidation,19.48,Apr-1993,11,1,29421.11,79.03,15,F,Individual,1.0,0,"Seattle, NY"
13735.86,60,11.9,304.82,B,B1,Project Manager,3.0,RENT,44379.27,Not Verified,Nov-2015,Fully Paid,home_improvement,Home Improvement,15.41,Jan-2003,10,1,21354.03,80.89,16,W,Individual,0.0,0,"San Jose, NJ"
17138.91,36,18.38,622.91,E,E1,Driver,9.0,RENT,52927.21,Source Verified,Oct-2014,Fully Paid,major_purchase,Major Purchase,13.57,Apr-1994,7,0,18177.5,78.41,18,W,Individual,1.0,1,"Columbus, OH"
27677.82,36,8.95,879.5,A,A2,Operations Manager,7.0,MORTGAGE,87742.58,Verified,Jun-2015,Fully Paid,vacation,Vacation,16.36,Apr-1999,7,0,23887.91,50.95,16,W,Individual,2.0,0,"Dallas, WA"
15761.25,36,15.47,550.01,C,C1,Consultant,7.0,MORTGAGE,54284.68,Source Verified,Mar-2019,Fully Paid,major_purchase,Major Purchase,14.68,Jan-2002,10,0,21123.97,53.7,17,W,Individual,4.0,0,"Atlanta, NJ"
21359.55,36,24.78,846.72,F,F2,Project Manager,5.0,MORTGAGE,114844.4,Not Verified,Oct-2017,Fully Paid,small_business,Small Business,4.86,Apr-2002,10,0,11587.15,25.39,16,W,Individual,1.0,0,"Phoenix, VA"
17325.12,36,12.8,582.06,B,B4,Marketing Specialist,4.0,RENT,39014.53,Not Verified,Jul-2015,Fully Paid,medical,Medical,22.3,Jun-1995,10,0,21328.89,67.2,18,F,Individual,1.0,0,"Newark, MA"
15077.89,36,9.96,486.22,B,B3,Product Manager,8.0,OTHER,51070.33,Verified,Dec-2016,Fully Paid,vacation,Vacation,17.34,Mar-1998,12,0,18203.28,55.92,19,F,Individual,3.0,1,"Chicago, MA"
